id;url;title;price;price_per_sqm;latitude;longitude;address;surface;rooms;heating_type;floor;rent;property_status;property_type;property form;freeFrom;sellerType;additional information;construction_year;building_type;distance_school;has_school_nearby;distance_park;has_park_nearby;distance_transport;has_transport_nearby;distance_supermarket;has_supermarket_nearby;distance_hospital;has_hospital_nearby;distance_restaurant;has_restaurant_nearby;distance_gym;has_gym_nearby;distance_mall;has_mall_nearby;accessibility_score;facility_count;accessibility_label
IDDzrf;https://www.storia.ro/ro/ofărăa/tudor-baza-3-carrefour-felicia-3-camere-etaj-1-renovat-complet-IDDzrf;-Tudor - Baza 3- Carrefour Felicia- 3 camere- etaj 1- RENOVAT COMPLET!;106000.0;2120.0;47.1436745;27.6039636;Strada Bucium, Bularga, Iasi, Iasi;50.0;;centrală pe gaz;1;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1978;clădire de apartamente;296;1;906;0;548;0;65;1;752;1;439;1;114;1;37;1;93;6;Excellent - Everything you need within walking distance
IDDBUR;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-centrală-IDDBUR;Apartament 2 camere, Zona centrală;115000.0;2300.0;45.64186480000001;25.5882272;Centrul Vechi, Brasov, Brasov;50.0;;centrală pe gaz;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;clădire de apartamente;147;1;99;1;257;1;32;1;269;1;103;1;409;1;279;1;97;8;Excellent - Everything you need within walking distance
IDAm8r;https://www.storia.ro/ro/ofărăa/bragadiru-mcdonalds-bloc-nouăstradal-IDAm8r;Bragadiru McDonalds-Bloc nouăStradal;73000.0;1281.0;44.3818054;25.9892482;Bragadiru, Ilfov;57.0;;centrală pe gaz;3;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon bucătărie  separată;2024;bloc;1019;0;0;0;42;1;892;1;231;1;304;1;1342;0;189;1;100;5;Excellent - Everything you need within walking distance
IDCBMI;https://www.storia.ro/ro/ofărăa/calea-victoriei-3-camere-vedere-panoramica-IDCBMI;Calea Victoriei // 3 camere // Vedere panoramica;150000.0;2500.0;44.4330436;26.1024262;Centrul Istoric, Sectorul 3, Bucuresti;60.0;;centrală pe gaz;7;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;balcon;1960;clădire de apartamente;687;1;256;1;191;1;245;1;197;1;265;1;275;1;61;1;100;8;Excellent - Everything you need within walking distance
IDBhff;https://www.storia.ro/ro/ofărăa/ocazie-ap-3-camere-67-mp-finisat-lift-zona-teilor-IDBhff;Ocazie! Ap 3 camere, 67 mp, finisat, lift, zona Teilor!;113500.0;1700.0;46.744372;23.4847779;Floresti, Floresti, Cluj;66.75;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2024;;64;1;259;1;46;1;29;1;35;1;81;1;240;1;645;1;100;8;Excellent - Everything you need within walking distance
IDD8BX;https://www.storia.ro/ro/ofărăa/apartament-cu-o-camera-balcon-si-terasă-floresti-IDD8BX;Apartament cu o camera, balcon si terasă, Floresti;98000.0;2130.0;46.744372;23.4847779;Floresti, Floresti, Cluj;46.0;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2025;;64;1;259;1;46;1;29;1;35;1;81;1;240;1;645;1;100;8;Excellent - Everything you need within walking distance
IDDIcK;https://www.storia.ro/ro/ofărăa/garsonier-modern-de-vnzare-n-piatra-neam-zona-drmneti-IDDIcK;Garsonier? modern? de vânzare în Piatra Neam? – zona D?rm?ne?ti;26000.0;813.0;46.9422043;26.3906673;Strada Grigore Ureche, Piatra-Neamt, Neamt;32.0;;altul;4;fără informații;gata de utilizare;locuință utilizată;fără informații;2025-05-31;agenție;balcon bucătărie  separată;1975;bloc;295;1;285;1;133;1;174;1;457;1;174;1;458;1;789;1;100;8;Excellent - Everything you need within walking distance
IDDKZF;https://www.storia.ro/ro/ofărăa/apartament-3-camere-finalizat-lamga-metrou-IDDKZF;Apartament 3 camere, finalizat lamga metrou;96138.0;1576.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;61.0;;fără informații;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;clădire de apartamente;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDCBMG;https://www.storia.ro/ro/ofărăa/penthouse-3-camere-nouă80-mp-utili-boxa-loc-de-parcare-IDCBMG;Penthouse 3 camere, nouă 80 mp utili, boxa, loc de parcare;175000.0;2188.0;45.7965239;24.1189653;Strada Ogorului, Zona Industriala Vest, Sibiu, Sibiu;80.0;;fără informații;4;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2025;;46;1;320;1;375;1;260;1;715;1;371;1;791;1;314;1;97;8;Excellent - Everything you need within walking distance
IDA1DE;https://www.storia.ro/ro/ofărăa/apartament-3-camere-cu-terasă-79-40-mp-metalurgiei-0-comision-ofărăa-IDA1DE;Apartament 3 camere cu terasă 79.40 mp, Metalurgiei,0 comision, ofărăa;137000.0;941.0;44.37349;26.1394921;Aparatorii Patriei, Sectorul 4, Bucuresti;145.55;;centrală pe gaz;7;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;terasă bucătărie  separată;2023;bloc;434;1;403;1;206;1;315;1;322;1;315;1;324;1;743;1;97;8;Excellent - Everything you need within walking distance
IDD8BO;https://www.storia.ro/ro/ofărăa/3-camere-n-pipera-perfect-pentru-un-stil-de-via-modern-i-confără-IDD8BO;3 camere în Pipera, perfect pentru un stil de via?? modern ?i confără;180000.0;2250.0;44.4932726;26.1729137;Voluntari, Ilfov;80.0;;centralizată;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;2012;clădire de apartamente;24;1;516;1;46;1;484;1;581;1;92;1;682;1;602;1;100;8;Excellent - Everything you need within walking distance
IDDIcI;https://www.storia.ro/ro/ofărăa/apartament-2-camere-de-vanzare-militari-residence-rezervelor-IDDIcI;Apartament 2 camere de vanzare Militari Residence-Rezervelor;71000.0;1449.0;44.4485031;25.9903465;Strada Rezervelor, Rosu, Chiajna, Ilfov;49.0;;centralizată;1;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2018;;601;1;329;1;57;1;278;1;360;1;258;1;44;1;313;1;100;8;Excellent - Everything you need within walking distance
IDDBUS;https://www.storia.ro/ro/ofărăa/apart-2-cam-60mp-avans-30-rate-5-ani-burdujeni-id1208-IDDBUS;Apart 2 cam | 60mp | Avans 30% + RATE 5 ani | Burdujeni | ID:1208;74360.0;1305.0;47.6743177;26.2765653;Burdujeni, Suceava, Suceava;57.0;;centrală pe gaz;2;fără informații;în construcție;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;2025;bloc;19;1;243;1;102;1;87;1;273;1;122;1;374;1;377;1;100;8;Excellent - Everything you need within walking distance
IDBgCD;https://www.storia.ro/ro/ofărăa/best-price-2-camere-pipera-fărăt-estates-IDBgCD;Best price 2 camere Pipera fărăt Estates;107000.0;1911.0;44.4934918;26.1382778;Strada Emil Racovita, Voluntari, Ilfov;56.0;;centrală pe gaz;2;fără informații;în construcție;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;2025;clădire de apartamente;243;1;886;0;163;1;563;1;949;1;791;1;219;1;597;1;100;7;Excellent - Everything you need within walking distance
IDCBMC;https://www.storia.ro/ro/ofărăa/apartament-de-2-camere-decomandat-55mp-zona-gheorgheni-IDCBMC;Apartament de 2 camere, decomandat, 55mp, zona Gheorgheni;197500.0;3950.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;50.0;;centralizată;0;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;1956;;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDzXL4;https://www.storia.ro/ro/ofărăa/apartament-2-camere-decomandat-48mp-etaj-3-zona-ampoi-IDzXL4;Apartament 2 camere, decomandat, 48mp, etaj 3, zona Ampoi;67900.0;1415.0;46.0879692;23.5865519;Ampoi II, Alba Iulia, Alba;48.0;;fără informații;3;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-22;agenție;balcon;;clădire de apartamente;92;1;93;1;185;1;180;1;181;1;183;1;91;1;465;1;100;8;Excellent - Everything you need within walking distance
IDD8BN;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-turnisor-IDD8BN;Apartament 2 camere zona Turnisor;106900.0;1980.0;45.7935054;24.1209794;Turnisor, Sibiu, Sibiu;54.0;;centralizată;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2018;;186;1;108;1;74;1;187;1;462;1;357;1;811;1;264;1;100;8;Excellent - Everything you need within walking distance
IDDIcG;https://www.storia.ro/ro/ofărăa/vanzare-3-camere-zona-nicolae-grigorescu-IDDIcG;VANZARE 3 CAMERE | ZONA NICOLAE GRIGORESCU;106000.0;1767.0;44.4172345;26.1703281;Strada Postavarul, Titan, Sectorul 3, Bucuresti;60.0;;fără informații;4;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon debara bucătărie  separată;1976;clădire de apartamente;165;1;224;1;128;1;457;1;360;1;199;1;375;1;378;1;100;8;Excellent - Everything you need within walking distance
IDDBUQ;https://www.storia.ro/ro/ofărăa/vanzare-apartament-2-cam-bloc-beton-zona-cina-IDDBUQ;Vanzare Apartament 2 cam Bloc Beton zona Cina;58900.0;1091.0;44.95370339999999;26.0068235;Andrei Muresanu, Ploiesti, Prahova;54.0;;centralizată;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon debara;;bloc;181;1;361;1;275;1;276;1;399;1;484;1;644;1;415;1;97;8;Excellent - Everything you need within walking distance
IDDKZw;https://www.storia.ro/ro/ofărăa/reducere-de-pret-studio-tva-inclus-IDDKZw;Reducere de pret studio Tva inclus;60000.0;1304.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;46.0;;centrală pe gaz;1;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;balcon;2025;clădire de apartamente;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDzXOu;https://www.storia.ro/ro/ofărăa/apartament-3-camere-70-mp-zona-ampoi-IDzXOu;Apartament 3 camere, 70 mp, zona Ampoi;97500.0;1393.0;46.0879692;23.5865519;Ampoi II, Alba Iulia, Alba;70.0;;fără informații;5;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-05-16;agenție;balcon;;clădire de apartamente;92;1;93;1;185;1;180;1;181;1;183;1;91;1;465;1;100;8;Excellent - Everything you need within walking distance
IDDLVV;https://www.storia.ro/ro/ofărăa/ap-3-cam-decomandat-bloc-89-67-mp-etaj-2-semi-mobilat-tomesti-IDDLVV;Ap 3 Cam, Decomandat, Bloc 89, 67 mp, Etaj 2, Semi Mobilat, Tomesti;93900.0;1401.0;47.1332292;27.7080713;Tomesti, Tomesti, Iasi;67.0;;centrală pe gaz;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon bucătărie  separată;1989;bloc;888;1;300;1;522;0;1145;0;1177;1;635;1;768;1;453;1;92;6;Excellent - Everything you need within walking distance
IDD8BK;https://www.storia.ro/ro/ofărăa/apartament-de-vnzare-3-camere-n-caransebe-jud-cara-severin-IDD8BK;APARTAMENT DE VÂNZARE, 3 CAMERE, în CARANSEBE?, JUD. CARA?-SEVERIN;85000.0;850.0;45.413619;22.2218641;Caransebes, Caras-Severin;100.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;;clădire de apartamente;238;1;387;1;559;0;428;1;131;1;258;1;334;1;416;1;93;7;Excellent - Everything you need within walking distance
IDDIcE;https://www.storia.ro/ro/ofărăa/apartament-cu-2-bai-IDDIcE;Apartament cu 2 bai;115000.0;1474.0;46.564676;23.7971063;Turda, Cluj;78.0;;fără informații;1;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;0;0;171;1;611;0;604;1;1103;1;0;0;1124;0;1181;1;88;4;Very Good - Highly accessible location
IDDsio;https://www.storia.ro/ro/ofărăa/apartament-2-camere-de-vnzare-cartier-tractorul-str-aluminiului-IDDsio;Apartament 2 camere de vânzare, cartier Tractorul, Str. Aluminiului;99000.0;1707.0;45.6687759;25.5976902;Strada Aluminiului, Tractorul, Brasov, Brasov;58.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1980;;228;1;337;1;611;0;35;1;722;1;781;1;312;1;602;1;88;7;Very Good - Highly accessible location
IDDDUz;https://www.storia.ro/ro/ofărăa/spaiu-comercial-tiglina-2-pretabil-cabinet-medical-avocat-etc-IDDDUz;Spa?iu comercial Tiglina 2 pretabil cabinet medical, avocat etc;105000.0;2100.0;45.4307293;28.030039;Tiglina 2, Galati, Galati;50.0;;fără informații;0;fără informații;fără informații;locuință utilizată;fără informații;fără informații;privat;fără informații;;;364;1;151;1;336;1;73;1;237;1;303;1;456;1;1213;1;97;8;Excellent - Everything you need within walking distance
IDD6eR;https://www.storia.ro/ro/ofărăa/2-camere-decomandate-57-utili-IDD6eR;2 camere decomandate 57 utili;74500.0;1307.0;47.1182939;21.8919034;Episcopia Bihor, Oradea, Bihor;57.0;;altul;2;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon beci bucătărie  separată;;bloc;1664;0;1361;0;741;0;2061;0;-1;0;724;1;1697;0;683;1;50;2;Average - Reasonable access to amenities
IDD8BA;https://www.storia.ro/ro/ofărăa/apartament-cu-1-camera-40-mp-zona-libertatii-IDD8BA;Apartament cu 1 camera, 40 mp, zona Libertatii;95000.0;2375.0;46.5379053;24.548819;Libertatii, Targu Mures, Mures;40.0;;fără informații;1;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;2025-04-30;agenție;fără informații;;;250;1;360;1;506;0;278;1;705;1;252;1;84;1;610;1;93;7;Excellent - Everything you need within walking distance
IDDBUK;https://www.storia.ro/ro/ofărăa/apartament-3-camere-zona-spital-judeean-76-mp-IDDBUK;Apartament 3 camere zona Spital Jude?ean – 76 mp.;61000.0;803.0;45.69647450000001;27.184043;Focsani, Vrancea;76.0;;fără informații;2;fără informații;de renovat;locuință utilizată;drept de proprietate;2025-05-07;agenție;fără informații;1980;bloc;198;1;61;1;273;1;157;1;146;1;149;1;362;1;141;1;97;8;Excellent - Everything you need within walking distance
IDDIcC;https://www.storia.ro/ro/ofărăa/oportunitate-3-camere-bd-decebal-IDDIcC;OPORTUNITATE | 3 CAMERE | BD DECEBAL |;228000.0;2901.0;44.4288606;26.1333397;Decebal, Sectorul 3, Bucuresti;78.59;;centralizată;5;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon debara bucătărie  separată;1994;clădire de apartamente;468;1;223;1;78;1;385;1;274;1;269;1;350;1;191;1;100;8;Excellent - Everything you need within walking distance
IDBhc5;https://www.storia.ro/ro/ofărăa/apartament-2-camere-mamaia-summerland-IDBhc5;Apartament 2 camere Mamaia Summerland;82000.0;1783.0;0.0;0.0;N/A;46.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;-1;0;0;0;Isolated - Very limited access to amenities
IDDMaQ;https://www.storia.ro/ro/ofărăa/apartament-3-camere-ultracentralăunirii-IDDMaQ;Apartament 3 camere UltracentralăUnirii;239800.0;2524.0;44.4253135;26.1021986;Strada Bibescu Voda, Centrul Civic, Sectorul 4, Bucuresti;95.0;;fără informații;2;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;1989;clădire de apartamente;285;1;99;1;432;1;299;1;124;1;398;1;359;1;331;1;93;8;Excellent - Everything you need within walking distance
IDDJpK;https://www.storia.ro/ro/ofărăa/fărăinand-locuințăe-3-camere-confără-i-acces-rapid-IDDJpK;fărăinand, locuință de 3 camere. Confără ?i acces rapid.;265000.0;3304.0;44.4413283;26.1334254;Iancului, Sectorul 2, Bucuresti;80.2;;fără informații;5;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;garaj bucătărie  separată;2024;clădire de apartamente;409;1;227;1;50;1;37;1;51;1;1178;0;358;1;712;1;100;7;Excellent - Everything you need within walking distance
IDD8Bx;https://www.storia.ro/ro/ofărăa/apartament-2-camere-zona-gardu-IDD8Bx;Apartament 2 camere, zona Gardu;83000.0;1694.0;45.0314279;23.2689393;Targu Jiu, Gorj;49.0;;fără informații;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1976;clădire de apartamente;3;1;529;1;715;0;220;1;55;1;251;1;334;1;304;1;88;7;Very Good - Highly accessible location
IDDBUI;https://www.storia.ro/ro/ofărăa/apartament-2-camere-semidecomandate-brazd-baba-novac-IDDBUI;Apartament 2 camere semidecomandate, Brazd?-Baba Novac;83000.0;1482.0;44.3128756;23.8518788;Calea Bucuresti, Craiova, Dolj;56.0;;fără informații;4;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;fără informații;;;853;1;712;1;9;1;467;1;1125;1;52;1;1394;0;1420;1;100;7;Excellent - Everything you need within walking distance
IDDIcB;https://www.storia.ro/ro/ofărăa/ready-to-move-bd-unirii-2-camere-IDDIcB;READY TO MOVE | BD UNIRII| 2 CAMERE;250000.0;4237.0;44.4272848;26.0924412;Centrul Civic, Sectorul 3, Bucuresti;59.0;;centralizată;2;fără informații;gata de utilizare;locuință utilizată;fără informații;fără informații;agenție;balcon debara;1994;clădire de apartamente;920;1;342;1;435;1;132;1;313;1;739;1;450;1;958;1;93;8;Excellent - Everything you need within walking distance
IDBhau;https://www.storia.ro/ro/ofărăa/dezvoltator-apartament-2-camere-spatios-IDBhau;Dezvoltator: Apartament 2 camere spatios;76257.0;1468.0;45.7105028;25.6350595;Sanpetru, Brasov;51.95;;centrală pe gaz;2;fără informații;în construcție;locuință nouă;fără informații;fără informații;agenție;terasă;2025;clădire de apartamente;321;1;126;1;46;1;54;1;64;1;14;1;423;1;-1;0;100;7;Excellent - Everything you need within walking distance
IDCABb;https://www.storia.ro/ro/ofărăa/apartament-3-camere-renovat-apusului-IDCABb;Apartament 3 camere renovat Apusului;105000.0;1500.0;44.4393237;26.0129347;Aleea Ghirlandei, Militari, Sectorul 6, Bucuresti;70.0;;fără informații;parter;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;agenție;fără informații;1966;clădire de apartamente;68;1;126;1;193;1;173;1;216;1;215;1;126;1;169;1;100;8;Excellent - Everything you need within walking distance
IDCBMt;https://www.storia.ro/ro/ofărăa/ap-2-camere-la-cheie-boxa-la-subsol-bloc-cu-lift-si-loc-de-parcare-IDCBMt;Ap. 2 camere, la cheie, boxa la subsol, bloc cu lift si loc de parcare;105000.0;1981.0;45.7965239;24.1189653;Strada Ogorului, Zona Industriala Vest, Sibiu, Sibiu;53.0;;fără informații;3;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;2023;;46;1;320;1;375;1;260;1;715;1;371;1;791;1;314;1;97;8;Excellent - Everything you need within walking distance
IDCVBD;https://www.storia.ro/ro/ofărăa/apartament-decomandat-cu-2-camere-confără-i-gheorgheni-zona-lini-IDCVBD;Apartament Decomandat cu 2 Camere – Confără I, Gheorgheni, Zona Lini;165000.0;3438.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;48.0;;centralizată;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;fără informații;1965;;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDDBUt;https://www.storia.ro/ro/ofărăa/apartament-2-camere-etaj-1-maratei-IDDBUt;Apartament 2 camere- ETAJ 1 Maratei;43000.0;1032.0;46.9299616;26.3779793;Piatra-Neamt, Neamt;41.66;;centralizată;1;fără informații;de renovat;locuință nouă;fără informații;fără informații;agenție;balcon;1974;;645;1;0;1;367;1;471;1;318;1;516;1;512;1;556;1;97;8;Excellent - Everything you need within walking distance
IDBhad;https://www.storia.ro/ro/ofărăa/3-camere-statiunea-mamaia-IDBhad;3 CAMERE-STATIUNEA MAMAIA;169500.0;1747.0;44.3096705;28.6235018;Mamaia Nord, Constanta, Constanta;97.04;;centralizată;3;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon terasă;2009;clădire de apartamente;752;1;222;1;284;1;289;1;1400;1;12;1;1563;0;3;1;97;7;Excellent - Everything you need within walking distance
IDuGI8;https://www.storia.ro/ro/ofărăa/cartier-de-ap-noi-si-moderna-zona-galata-miroslava-IDuGI8;Cartier de ap noi si moderna , zona Galata Miroslava;59900.0;1461.0;47.1411044;27.5418847;Strada Viilor, Balciu, Miroslava, Iasi;41.0;;centralizată;1;fără informații;în construcție;locuință nouă;drept de proprietate;fără informații;agenție;balcon;2025;bloc;261;1;161;1;458;1;825;1;433;1;770;1;839;1;1085;1;93;8;Excellent - Everything you need within walking distance
IDDc4K;https://www.storia.ro/ro/ofărăa/apartament-3-camere-ultracentralăvis-a-vis-de-primarie-IDDc4K;Apartament 3 camere, ULTRAcentrală vis-a-vis de Primarie;135000.0;1776.0;46.1783327;21.320347;Bulevardul Revolutiei, Centru, Arad, Arad;76.0;;centrală pe gaz;3;fără informații;gata de utilizare;locuință utilizată;drept de proprietate;fără informații;privat;balcon beci;1977;bloc;212;1;277;1;52;1;214;1;151;1;104;1;249;1;215;1;100;8;Excellent - Everything you need within walking distance
IDCBMq;https://www.storia.ro/ro/ofărăa/sky-garden-berceni-apartament-2-camere-tip-studio-IDCBMq;Sky Garden Berceni, Apartament 2 camere tip Studio;76700.0;1504.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;51.0;;fără informații;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon terasă grădină;2025;clădire de apartamente;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDCiaL;https://www.storia.ro/ro/ofărăa/apartament-2-camere-52-3-mp-tavan-inalt-balcon-zona-corneliu-copos-IDCiaL;Apartament 2 camere, 52,3 mp, tavan inalt, balcon, zona Corneliu Copos;115060.0;2200.0;46.7856344;23.5684363;Dambul Rotund, Cluj-Napoca, Cluj;52.3;;centralizată;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2023;;528;1;251;1;204;1;262;1;1343;1;811;0;629;1;1846;1;97;7;Excellent - Everything you need within walking distance
IDDBUo;https://www.storia.ro/ro/ofărăa/apartament-in-zona-parcului-fraternitatii-IDDBUo;Apartament in zona Parcului Fraternitatii;135000.0;4091.0;46.76624349999999;23.619693;Gheorgheni, Cluj-Napoca, Cluj;33.0;;centralizată;parter;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon;2005;;473;1;167;1;173;1;351;1;643;1;233;1;48;1;752;1;100;8;Excellent - Everything you need within walking distance
IDBh9Q;https://www.storia.ro/ro/ofărăa/2-bai-grădină-incalzire-pardoseala-apartament-3-camere-valea-lupului-IDBh9Q;2 BAI! grădină!Incalzire pardoseala!Apartament 3 camere, Valea Lupului;140000.0;2059.0;47.18119;27.5151146;Valea Lupului, Valea Lupului, Iasi;68.0;;centrală pe gaz;;fără informații;gata de utilizare;locuință nouă;fără informații;fără informații;agenție;balcon grădină terasă garaj scară interioară;2025;clădire de apartamente;231;1;542;1;166;1;36;1;1204;1;194;1;192;1;331;1;100;8;Excellent - Everything you need within walking distance
IDDMP0;https://www.storia.ro/ro/ofărăa/apartament-3-camere-de-vanzare-decomandat-68-mp-zona-turnisor-sibiu-IDDMP0;Apartament 3 camere de vanzare decomandat 68 mp zona Turnisor Sibiu;123000.0;1809.0;45.81020119999999;24.1342794;Tiglari, Sibiu, Sibiu;68.0;;fără informații;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;fără informații;2024;;409;1;493;1;230;1;351;1;297;1;919;0;250;1;1186;1;97;7;Excellent - Everything you need within walking distance
IDDJpm;https://www.storia.ro/ro/ofărăa/apartament-decomandat-complet-mobilat-IDDJpm;Apartament decomandat complet mobilat;72000.0;1200.0;44.630869;22.6726054;Strada Topolnitei, Drobeta-Turnu Severin, Mehedinti;60.0;;centralizată;4;fără informații;fără informații;locuință utilizată;drept de proprietate;fără informații;privat;balcon terasă debara bucătărie  separată;;bloc;345;1;432;1;64;1;162;1;62;1;126;1;174;1;809;1;100;8;Excellent - Everything you need within walking distance
IDCBMj;https://www.storia.ro/ro/ofărăa/sky-garden-2-camere-tip-studio-fix-langa-metrou-IDCBMj;Sky Garden, 2 camere tip Studio - Fix langa metrou;68000.0;1511.0;44.3799048;26.1690624;Popesti Leordeni, Ilfov;45.0;;fără informații;1;fără informații;fără informații;locuință nouă;fără informații;fără informații;agenție;balcon grădină;2025;clădire de apartamente;72;1;147;1;29;1;75;1;1512;0;0;0;298;1;855;1;100;6;Excellent - Everything you need within walking distance
IDD8Bm;https://www.storia.ro/ro/ofărăa/4-camere-104-mp-utili-unirii-IDD8Bm;4 camere| 104 mp utili| UNIRII;345000.0;3485.0;44.4272848;26.0924412;Centrul Civic, Sectorul 3, Bucuresti;99.0;;fără informații;6;fără informații;fără informații;locuință utilizată;fără informații;fără informații;agenție;balcon;1989;clădire de apartamente;920;1;342;1;435;1;132;1;313;1;739;1;450;1;958;1;93;8;Excellent - Everything you need within walking distance
